Symbol,ArzeshKole,userid,tradedate,karmozd
ولپارس,317625,22209,7/7/2021,966
فولاد,42400000,15259,7/7/2021,128896
غپاک,19490000,202,7/7/2021,59250
سشرق,35750000,9863,7/7/2021,108680
غپاک,518395020,202,7/7/2021,1575921
فولاد,5310000,25217,7/7/2021,16142
فولاد,5310000,25217,7/7/2021,16142
بگیلان,1036700,22209,7/7/2021,3152
دلقما,106350000,16991,7/7/2021,323304
دلقما,42788150,16991,7/7/2021,130076
کاما,9460000,979,7/7/2021,28758
دلقما,354500000,16991,7/7/2021,1077680
خشرق,116200000,30034,7/7/2021,353248
خشرق,256860100,30034,7/7/2021,780855
دلقما,559861850,16991,7/7/2021,1701980
چکاپا,43512300,21924,7/7/2021,132277
مبین,110048800,41107,7/7/2021,334548
مبین,11952320,41107,7/7/2021,36335
مبین,60198880,41107,7/7/2021,183005
آبادا,577440,22209,7/7/2021,1755
فولاد,10650000,25217,7/7/2021,32376
البرز,42900000,17582,7/7/2021,130416
ونفت,26234390,40378,7/7/2021,79753
ونفت,401721320,40378,7/7/2021,1221233
ونفت,9906000,40378,7/7/2021,30114
ونفت,16510000,40378,7/7/2021,50190
ونفت,32125500,40378,7/7/2021,97662
ونفت,5775000,40378,7/7/2021,17556
ونفت,64036500,40378,7/7/2021,194671
ونفت,5775000,40378,7/7/2021,17556
شاروم,252320,22209,7/7/2021,767
ونفت,5280000,40378,7/7/2021,16051
وتجارت,26190000,15259,7/7/2021,79618
فملی,5176000,20006,7/7/2021,15735
فملی,9937920,20006,7/7/2021,30211
فملی,1125780,20006,7/7/2021,3422
غگیلا,235950,22209,7/7/2021,717
البرز,8880300,17582,7/7/2021,26996
البرز,107375000,17582,7/7/2021,326420
سپاس,217225327,57693,7/7/2021,32584
سپاس,83044673,57693,7/7/2021,12457
سشرق,136779000,31350,7/7/2021,415808
ساراب,5102500,2061,7/7/2021,15512
ساراب,10205000,2061,7/7/2021,31023
پیزد,911736,22209,7/7/2021,2772
ساراب,5102500,2061,7/7/2021,15512
کماسه,3731000,20818,7/7/2021,11342
سپاس,10009000,57693,7/7/2021,1501
آ س پ,9927390,22283,7/7/2021,30179
گدنا,231510,22209,7/7/2021,704
آ س پ,14767610,22283,7/7/2021,44894
سپاس,40036000,57693,7/7/2021,6005
ساراب,61408530,2061,7/7/2021,186682
زملارد,203315,22209,7/7/2021,618
سشرق,7170000,9864,7/7/2021,21797
رافزا,458430,22209,7/7/2021,1394
ساراب,61470,2061,7/7/2021,187
کرمان,5250795,54269,7/7/2021,15962
سپاس,400360000,57693,7/7/2021,60054
لوتوس,5662800,29840,7/7/2021,17215
ونفت,24450000,202,7/7/2021,74328
بوعلی,20538700,710,7/7/2021,62438
وتجارت,13150000,25217,7/7/2021,39976
لوتوس,9937200,29840,7/7/2021,30209
تکشا,94326000,31944,7/7/2021,286751
ونفت,8133700,202,7/7/2021,24726
فتوسا,471800,3793,7/7/2021,1434
فتوسا,84250000,1075,7/7/2021,256120
پالایش,7062000,14919,7/7/2021,6709
خساپا,19400000,8707,7/7/2021,58976
واتی,105325710,40763,7/7/2021,320190
واتی,848356320,40763,7/7/2021,2579003
واتی,757817970,40763,7/7/2021,2303767
فملی,34632000,331,7/7/2021,105281
فملی,18018000,331,7/7/2021,54775
شسپا,10458000,41077,7/7/2021,31792
کرمان,13130000,30847,7/7/2021,39915
کرمان,52520000,30847,7/7/2021,159661
شسپا,113295000,41077,7/7/2021,344417
رنیک,127440000,31944,7/7/2021,387418
غویتا,9828000,40339,7/7/2021,29877
غویتا,10080000,40339,7/7/2021,30643
شسپا,87150000,41077,7/7/2021,264936
ساراب,12156870,2061,7/7/2021,36957
غویتا,152000000,40339,7/7/2021,462080
غویتا,107740000,40339,7/7/2021,327530
غویتا,5000000,40339,7/7/2021,15200
غویتا,18060000,40339,7/7/2021,54902
غویتا,21200000,40339,7/7/2021,64448
شسپا,17430000,41077,7/7/2021,52987
کرمان,65650000,30847,7/7/2021,199576
غشهداب,3617130,774,7/7/2021,10996
غشهداب,37062870,774,7/7/2021,112671
ساراب,49553130,2061,7/7/2021,150642
سپاس,303933294,57693,7/7/2021,45590
فولاد,10710000,25217,7/7/2021,32558
وصندوق,819720000,40674,7/7/2021,2491949
ددام,9247000,8811,7/7/2021,28111
بوعلی,48390000,710,7/7/2021,147106
های وب,9958340,31944,7/7/2021,30273
وصندوق,8280000,40674,7/7/2021,25171
بوعلی,48390000,710,7/7/2021,147106
های وب,8590000,31944,7/7/2021,26114
ساراب,41180000,2061,7/7/2021,125187
البرز,34384000,17582,7/7/2021,104527
البرز,5179090,17582,7/7/2021,15744
زملارد,202300,6515,7/7/2021,615
های وب,42900000,31944,7/7/2021,130416
های وب,5130840,31944,7/7/2021,15598
شسپا,348000000,41077,7/7/2021,1057920
اپال,8248000,26619,7/7/2021,25074
شسپا,9918000,41077,7/7/2021,30151
شسپا,8004000,41077,7/7/2021,24332
شسپا,15138000,41077,7/7/2021,46020
تلیسه,32900000,8621,7/7/2021,100016
تلیسه,32900000,8621,7/7/2021,100016
دابور,36250710,19780,7/7/2021,110202
های وب,51300000,31944,7/7/2021,155952
غنوش,604120000,41205,7/7/2021,1836525
غویتا,100100000,40339,7/7/2021,304304
غویتا,20000000,40339,7/7/2021,60800
غویتا,10000000,40339,7/7/2021,30400
غویتا,12900000,40339,7/7/2021,39216
غویتا,9100000,40339,7/7/2021,27664
غویتا,47100000,40339,7/7/2021,143184
غویتا,104900000,40339,7/7/2021,318896
غویتا,152000000,40339,7/7/2021,462080
غویتا,152000000,40339,7/7/2021,462080
غویتا,82100000,40339,7/7/2021,249584
غویتا,50000000,40339,7/7/2021,152000
غویتا,19900000,40339,7/7/2021,60496
غویتا,80100000,40339,7/7/2021,243504
غویتا,6100000,40339,7/7/2021,18544
غویتا,20000000,40339,7/7/2021,60800
غویتا,45800000,40339,7/7/2021,139232
ثامید,8340000,239,7/7/2021,25354
غویتا,54200000,40339,7/7/2021,164768
غویتا,5000000,40339,7/7/2021,15200
غنوش,88000000,41205,7/7/2021,267520
غنوش,16412000,41205,7/7/2021,49892
غنوش,6600000,41205,7/7/2021,20064
غنوش,11000000,41205,7/7/2021,33440
غنوش,49896000,41205,7/7/2021,151684
غنوش,9944000,41205,7/7/2021,30230
ثامید,336000000,41208,7/7/2021,1021440
غنوش,158400000,41205,7/7/2021,481536
شسپا,18534880,41077,7/7/2021,56346
غنوش,176000000,41205,7/7/2021,535040
غنوش,88000000,41205,7/7/2021,267520
فایرا,578680,15122,7/7/2021,1759
غنوش,991628000,41205,7/7/2021,3014549
های وب,8550000,31944,7/7/2021,25992
کلر,1746080,18926,7/7/2021,5308
سپاس,34931410,57693,7/7/2021,5240
البرز,8590000,17582,7/7/2021,26114
غویتا,92800000,40339,7/7/2021,282112
البرز,98785000,17582,7/7/2021,300306
شپنا,34191080,20604,7/7/2021,103941
شپنا,226835100,20604,7/7/2021,689579
ونیرو,5296032,26684,7/7/2021,16100
گدنا,132770985,12017,7/7/2021,403624
گدنا,69568755,12017,7/7/2021,211489
گدنا,11575500,12017,7/7/2021,35190
گدنا,17664213,12017,7/7/2021,53699
گدنا,20835900,12017,7/7/2021,63341
گدنا,49682046,12017,7/7/2021,151033
گدنا,6250770,12017,7/7/2021,19002
گدنا,5324730,12017,7/7/2021,16187
گدنا,5787750,12017,7/7/2021,17595
گدنا,23151,12017,7/7/2021,70
گدنا,231510,6515,7/7/2021,704
حفاری,149733220,22426,7/7/2021,455189
کلر,63714400,18926,7/7/2021,193692
زملارد,28830,15765,7/7/2021,88
غویتا,22837716,40339,7/7/2021,69427
غویتا,5169483,40339,7/7/2021,15715
غویتا,5049495,40339,7/7/2021,15350
غویتا,118928106,40339,7/7/2021,361541
غویتا,151984800,40339,7/7/2021,462034
غویتا,151984800,40339,7/7/2021,462034
غویتا,151984800,40339,7/7/2021,462034
غویتا,151984800,40339,7/7/2021,462034
غویتا,151984800,40339,7/7/2021,462034
غویتا,121047894,40339,7/7/2021,367986
غویتا,9999000,40339,7/7/2021,30397
غویتا,20937906,40339,7/7/2021,63651
شپنا,247487000,20604,7/7/2021,752360
شپنا,13060000,20604,7/7/2021,39702
شپنا,33133220,20604,7/7/2021,100725
شپنا,8475940,20604,7/7/2021,25767
شپنا,29855160,20604,7/7/2021,90760
شپنا,13412620,20604,7/7/2021,40774
شپنا,50934000,20604,7/7/2021,154839
شپنا,5054220,20604,7/7/2021,15365
غویتا,99050094,40339,7/7/2021,301112
شپنا,9886420,20604,7/7/2021,30055
شپنا,122764000,20604,7/7/2021,373203
شپنا,384016240,20604,7/7/2021,1167409
شپنا,5224000,20604,7/7/2021,15881
شپنا,9142000,20604,7/7/2021,27792
شپنا,9938660,20604,7/7/2021,30214
شسپا,8680000,41077,7/7/2021,26387
شسپا,5294800,41077,7/7/2021,16096
شسپا,173600000,41077,7/7/2021,527744
شسپا,63624400,41077,7/7/2021,193418
شسپا,52080000,41077,7/7/2021,158323
وصندوق,108642560,40674,7/7/2021,330273
شپنا,9142000,20604,7/7/2021,27792
حفاری,11662000,22426,7/7/2021,35452
شپنا,13060000,20604,7/7/2021,39702
غنوش,92631000,12094,7/7/2021,281598
غنوش,44110000,12094,7/7/2021,134094
غنوش,7056000,12094,7/7/2021,21450
غنوش,8952300,12094,7/7/2021,27215
غنوش,7497000,12094,7/7/2021,22791
غنوش,48686400,12094,7/7/2021,148007
شسپا,86800000,41077,7/7/2021,263872
شپنا,341414520,20604,7/7/2021,1037900
سقاین,99980000,19780,7/7/2021,303939
کماسه,33579000,20818,7/7/2021,102080
وصندوق,57757440,40674,7/7/2021,175583
پیزد,2628000,30245,7/7/2021,7989
حفاری,181604780,22426,7/7/2021,552079
شسپا,23436000,41077,7/7/2021,71245
شسپا,7030800,41077,7/7/2021,21374
شسپا,342182960,41077,7/7/2021,1040236
دکیمی,10365000,25217,7/7/2021,31510
زملارد,172980,15765,7/7/2021,526
البرز,75991944,17582,7/7/2021,231016
خودرو,32211816,14822,7/7/2021,97924
خودرو,178488184,14822,7/7/2021,542604
البرز,31408056,17582,7/7/2021,95480
شستا,6017490,154,7/7/2021,18293
شستا,6885000,154,7/7/2021,20930
شستا,13770000,154,7/7/2021,41861
شستا,8262000,154,7/7/2021,25116
شستا,9983250,154,7/7/2021,30349
شستا,5232600,154,7/7/2021,15907
شستا,10327500,154,7/7/2021,31396
شستا,9639000,154,7/7/2021,29303
شستا,67583160,154,7/7/2021,205453
فتوسا,449820,24391,7/7/2021,1367
نوری,35760000,24038,7/7/2021,108710
نوری,69463800,24038,7/7/2021,211170
نوری,49264910,24038,7/7/2021,149765
نوری,5364600,24038,7/7/2021,16308
نوری,17880000,24038,7/7/2021,54355
نوری,8940000,24038,7/7/2021,27178
نوری,26820000,24038,7/7/2021,81533
نوری,5006400,24038,7/7/2021,15219
نوری,5364000,24038,7/7/2021,16307
نوری,5095800,24038,7/7/2021,15491
نوری,5364000,24038,7/7/2021,16307
نوری,7062600,24038,7/7/2021,21470
نوری,26820000,24038,7/7/2021,81533
شپنا,1173068000,20604,7/7/2021,3566127
شپنا,126932000,20604,7/7/2021,385873
های وب,3449160,31944,7/7/2021,10485
پیزد,657000,30245,7/7/2021,1997
شتران,28920000,1097,7/7/2021,87917
شتران,11568000,1097,7/7/2021,35167
شتران,14460000,1097,7/7/2021,43958
بشهاب,9900000,13363,7/7/2021,30096
البرز,67886910,17582,7/7/2021,206376
بشهاب,100000,13363,7/7/2021,304
وصندوق,166400000,40674,7/7/2021,505856
وبوعلی,6677600,31944,7/7/2021,20300
نوری,10180200,24038,7/7/2021,30948
نوری,5090100,24038,7/7/2021,15474
نوری,133920000,24038,7/7/2021,407117
نوری,6963840,24038,7/7/2021,21170
نوری,22409280,24038,7/7/2021,68124
غویتا,15938406,40339,7/7/2021,48453
شسپا,10949400,41077,7/7/2021,33286
شسپا,34760000,41077,7/7/2021,105670
شسپا,84647360,41077,7/7/2021,257328
شسپا,347200000,41077,7/7/2021,1055488
فملی,7668780,31568,7/7/2021,23313
ضشنا8002,64016000,41056,7/7/2021,51213
وبوعلی,19525000,31944,7/7/2021,59356
افق,99505380,69929,7/7/2021,302496
افق,108315000,69929,7/7/2021,329278
افق,62967120,69929,7/7/2021,191420
افق,72210000,69929,7/7/2021,219518
افق,9459510,69929,7/7/2021,28757
افق,72210000,69929,7/7/2021,219518
وبوعلی,11715000,31944,7/7/2021,35614
وبوعلی,3902000,31944,7/7/2021,11862
پاکشو,11120000,14830,7/7/2021,33805
فاراک,77625856,8871,7/7/2021,235983
فاراک,202942861,8871,7/7/2021,616946
شسپا,173600000,41077,7/7/2021,527744
شتران,5029500,1097,7/7/2021,15290
شتران,7424500,1097,7/7/2021,22570
افق,5415750,69929,7/7/2021,16464
شسپا,99663760,41077,7/7/2021,302978
امین یکم,664455472,21435,7/7/2021,99668
ثفارس,901200,23595,7/7/2021,2740
شسپا,199640000,41077,7/7/2021,606906
شسپا,4392080,41077,7/7/2021,13352
امین یکم,49987888,21435,7/7/2021,7498
ونفت,1082911500,40378,7/7/2021,3292051
غنوش,5997600,19953,7/7/2021,18233
امین یکم,291956640,21435,7/7/2021,43793
امین یکم,714443360,21435,7/7/2021,107167
غنوش,19624500,12094,7/7/2021,59658
زدشت,3090000,23595,7/7/2021,9394
غنوش,22050000,19953,7/7/2021,67032
غنوش,5733000,19953,7/7/2021,17428
نوری,2679300,24038,7/7/2021,8145
نوری,86630700,24038,7/7/2021,263357
غنوش,5733000,19953,7/7/2021,17428
غنوش,9922500,19953,7/7/2021,30164
غنوش,30870000,19953,7/7/2021,93845
البرز,107475000,11106,7/7/2021,326724
فنوال,6215650,14830,7/7/2021,18896
ونیکی,7519800,14506,7/7/2021,22860
ونیکی,24900000,14506,7/7/2021,75696
ونیکی,27340200,14506,7/7/2021,83114
فنوال,5074000,14830,7/7/2021,15425
غنوش,7497000,19953,7/7/2021,22791
نوری,54747030,24038,7/7/2021,166431
نوری,34562970,24038,7/7/2021,105071
بترانس,171500,23595,7/7/2021,521
شسپا,847983920,41077,7/7/2021,2577871
ریشمک,32283100,6380,7/7/2021,98141
فخوز,15860000,8811,7/7/2021,48214
فنوال,39450350,14830,7/7/2021,119929
شسپا,106816080,41077,7/7/2021,324721
ولشرق,423500,23595,7/7/2021,1287
نوری,89330000,24038,7/7/2021,271563
بکام,22941952,3596,7/7/2021,69744
فوکا,7954500,15337,7/7/2021,24182
افق,14638940,69929,7/7/2021,44502
غپآذر,17296600,12099,7/7/2021,52582
فتوسا,4407215,20529,7/7/2021,13398
افق,10870500,69929,7/7/2021,33046
غپآذر,22103400,12099,7/7/2021,67194
زدشت,308700,23595,7/7/2021,938
فتوسا,3908285,20529,7/7/2021,11881
شاروم,14755678,31944,7/7/2021,44857
وصندوق,166800000,40674,7/7/2021,507072
سقاین,46845440,19780,7/7/2021,142410
سقاین,3634560,19780,7/7/2021,11049
شاروم,975322,31944,7/7/2021,2965
ثفارس,149800,23595,7/7/2021,455
شاروم,12049180,31944,7/7/2021,36630
شاروم,15037880,31944,7/7/2021,45715
شاروم,12096370,31944,7/7/2021,36773
شاروم,28455570,31944,7/7/2021,86505
ولشرق,121000,23595,7/7/2021,368
شپنا,7493600,24374,7/7/2021,22781
البرز,107750000,17582,7/7/2021,327560
البرز,103440000,17582,7/7/2021,314458
فسپا,170944830,20281,7/7/2021,519672
امین یکم,254921120,21435,7/7/2021,38238
سپاس,100090000,57693,7/7/2021,15014
شستا,274200000,16355,7/7/2021,833568
البرز,4310000,17582,7/7/2021,13102
غنوش,185450500,41205,7/7/2021,563770
زملارد,203000,23708,7/7/2021,617
غنوش,132150000,41205,7/7/2021,401736
غنوش,22025000,41205,7/7/2021,66956
غنوش,44050000,41205,7/7/2021,133912
شاراک,5378000,465,7/7/2021,16349
غنوش,25989500,41205,7/7/2021,79008
غنوش,12862600,41205,7/7/2021,39102
وتوکا,96900000,40866,7/7/2021,294576
وتوکا,10233500,40866,7/7/2021,31110
غنوش,5065750,41205,7/7/2021,15400
امین یکم,5092384,21435,7/7/2021,764
دفارا,16174120,21552,7/7/2021,49169
وصندوق,334000000,40674,7/7/2021,1015360
سشرق,125811600,31341,7/7/2021,382467
سشرق,1626100,31341,7/7/2021,4943
البرز,81890000,17582,7/7/2021,248946
البرز,25800000,17582,7/7/2021,78432
شسپا,347200000,41077,7/7/2021,1055488
شسپا,347200000,41077,7/7/2021,1055488
شسپا,11266640,41077,7/7/2021,34251
سقاین,45423000,19780,7/7/2021,138086
وتوکا,86766500,40866,7/7/2021,263770
وسبحان,54400000,10640,7/7/2021,165376
غنوش,12906650,41205,7/7/2021,39236
ختور,3833460,22952,7/7/2021,11654
ختور,33420000,22952,7/7/2021,101597
ختور,19550700,22952,7/7/2021,59434
ختور,25131840,22952,7/7/2021,76401
ختور,687605800,22952,7/7/2021,2090322
ختور,19873000,22952,7/7/2021,60414
ختور,149431600,22952,7/7/2021,454272
ختور,9986600,22952,7/7/2021,30359
ختور,6680000,22952,7/7/2021,20307
ختور,5010000,22952,7/7/2021,15230
البرز,107500000,11106,7/7/2021,326800
وسبحان,108800000,10640,7/7/2021,330752
ختور,7264500,22952,7/7/2021,22084
شسپا,249133360,41077,7/7/2021,757365
وصندوق,162043200,40674,7/7/2021,492611
وصندوق,5356800,40674,7/7/2021,16285
امین یکم,31943136,21435,7/7/2021,4791
امین یکم,484380320,21435,7/7/2021,72657
غنوش,396900,19953,7/7/2021,1207
کیسون,416832920,30900,7/7/2021,1267172
کیسون,93339260,30900,7/7/2021,283751
کیسون,827820,30900,7/7/2021,2517
کیسون,292016060,30900,7/7/2021,887729
کیسون,5110000,30900,7/7/2021,15534
کیسون,102200000,30900,7/7/2021,310688
کیسون,51100000,30900,7/7/2021,155344
کیسون,10220000,30900,7/7/2021,31069
کیسون,20440000,30900,7/7/2021,62138
کیسون,20440000,30900,7/7/2021,62138
کیسون,5426820,30900,7/7/2021,16498
کیسون,4047120,30900,7/7/2021,12303
امین یکم,5032000,21435,7/7/2021,755
گدنا,92604,15765,7/7/2021,282
غنوش,198675000,41204,7/7/2021,603972
وصندوق,168237000,40674,7/7/2021,511440
غویتا,49825000,40339,7/7/2021,151468
غویتا,9965000,40339,7/7/2021,30294
غویتا,91678000,40339,7/7/2021,278701
شسپا,3576160,41077,7/7/2021,10872
شسپا,347200000,41077,7/7/2021,1055488
شسپا,347200000,41077,7/7/2021,1055488
غویتا,151468000,40339,7/7/2021,460463
غویتا,151468000,40339,7/7/2021,460463
غویتا,151468000,40339,7/7/2021,460463
غویتا,151468000,40339,7/7/2021,460463
غویتا,151468000,40339,7/7/2021,460463
وصندوق,51925000,40674,7/7/2021,157852
غنوش,9315650,41204,7/7/2021,28320
غویتا,147482000,40339,7/7/2021,448345
غویتا,3986000,40339,7/7/2021,12117
غنوش,23399500,41204,7/7/2021,71134
شسپا,9982000,41077,7/7/2021,30345
وصندوق,16750000,40674,7/7/2021,50920
شسپا,17360000,41077,7/7/2021,52774
غنوش,5165550,41204,7/7/2021,15703
شسپا,167975360,41077,7/7/2021,510645
غنوش,10198650,41204,7/7/2021,31004
وصندوق,16750000,40674,7/7/2021,50920
غنوش,41059500,41204,7/7/2021,124821
وصندوق,248838000,40674,7/7/2021,756468
کیسون,33112800,24362,7/7/2021,100663
ریشمک,90580000,6380,7/7/2021,275363
ریشمک,5344220,6380,7/7/2021,16246
غنوش,39735000,41204,7/7/2021,120794
غنوش,49801200,41204,7/7/2021,151396
ریشمک,90580000,6380,7/7/2021,275363
بشهاب,5100000,13363,7/7/2021,15504
افق,267485400,69929,7/7/2021,813156
کحافظ,243600,31944,7/7/2021,741
کحافظ,5655000,31944,7/7/2021,17191
کحافظ,17400000,31944,7/7/2021,52896
کحافظ,24908100,31944,7/7/2021,75721
البرز,107875000,11106,7/7/2021,327940
البرز,108000000,11106,7/7/2021,328320
البرز,108000000,11106,7/7/2021,328320
وبوعلی,15720000,31944,7/7/2021,47789
زملارد,202930,6545,7/7/2021,617
خشرق,6000000,21062,7/7/2021,18240
زقیام,838050,199,7/7/2021,2548
وصندوق,167800000,40674,7/7/2021,510112
زقیام,226550,199,7/7/2021,689
دلر,30650000,16361,7/7/2021,93176
ثرود,16072080,1191,7/7/2021,48859
البرز,108125000,11106,7/7/2021,328700
البرز,108125000,11106,7/7/2021,328700
بفجر,26400000,1025,7/7/2021,80256
ثرود,10020000,1191,7/7/2021,30461
البرز,61765325,11106,7/7/2021,187767
ثرود,8016000,1191,7/7/2021,24369
ثرود,6012000,1191,7/7/2021,18276
وبوعلی,5910000,31944,7/7/2021,17966
وبوعلی,14578000,31944,7/7/2021,44317
البرز,5172000,11106,7/7/2021,15723
البرز,41026890,11106,7/7/2021,124722
ارزش,9180000,20529,7/7/2021,8721
گدنا,231510,6545,7/7/2021,704
سشمال,9130000,9864,7/7/2021,27755
زقیام,13457900,199,7/7/2021,40912
سشمال,9140000,18866,7/7/2021,27786
سشمال,9200000,9864,7/7/2021,27968
گدنا,231510,625,7/7/2021,704
دلر,30660000,16361,7/7/2021,93206
وپاسار,152100,31944,7/7/2021,462
ریشمک,7343150,6380,7/7/2021,22323
ثبهساز,127852350,596,7/7/2021,388671
ثبهساز,41000000,596,7/7/2021,124640
ثبهساز,6150000,596,7/7/2021,18696
ثبهساز,16400000,596,7/7/2021,49856
وسرمد,204480,31944,7/7/2021,622
ثبهساز,13597650,596,7/7/2021,41337
زنگان,13072400,8465,7/7/2021,39740
سیمرغ,339000,31944,7/7/2021,1031
شبهرن,79600700,743,7/7/2021,241986
امین یکم,516987680,21435,7/7/2021,77548
امین یکم,396048592,21435,7/7/2021,59407
امین یکم,610351408,21435,7/7/2021,91553
شبهرن,6095000,743,7/7/2021,18529
زقیام,11465000,199,7/7/2021,34854
غشاذر,9603110,70035,7/7/2021,29193
شبهرن,10971000,743,7/7/2021,33352
قرنح,391800,31944,7/7/2021,1191
وپویا,74420379,70017,7/7/2021,226238
وپویا,36038016,70017,7/7/2021,109556
وپویا,6979840,70017,7/7/2021,21219
سپاس,10009000,57693,7/7/2021,1501
کحافظ,8700000,31944,7/7/2021,26448
چفیبر,798000,31944,7/7/2021,2426
وپویا,1060957,17251,7/7/2021,3225
فایرا,383134110,15122,7/7/2021,1164728
کحافظ,8700000,31944,7/7/2021,26448
کحافظ,8700000,31944,7/7/2021,26448
سشمال,916000,31944,7/7/2021,2785
آریان,5892400,29654,7/7/2021,17913
کحافظ,8700000,31944,7/7/2021,26448
رنیک,1413720,31944,7/7/2021,4298
کحافظ,10631400,31944,7/7/2021,32319
زقیام,11598500,199,7/7/2021,35259
شغدیر,6534000,465,7/7/2021,19863
ثرود,80119920,1191,7/7/2021,243565
کحافظ,10179000,31944,7/7/2021,30944
شاروم,62664,15765,7/7/2021,190
فولاژ,253950,31944,7/7/2021,772
کحافظ,5976900,31944,7/7/2021,18170
غپاک,2244060,2903,7/7/2021,6822
غپاک,20944560,2903,7/7/2021,63671
حکشتی,8605000,9040,7/7/2021,26159
کحافظ,5394000,19694,7/7/2021,16398
کحافظ,12006000,31944,7/7/2021,36498
اعتماد,411411000,12694,7/7/2021,61712
ارفع,1477700,31944,7/7/2021,4492
کحافظ,16912800,19694,7/7/2021,51415
سشمال,9340000,9864,7/7/2021,28394
شیران,19254200,69929,7/7/2021,58533
شیران,26978950,69929,7/7/2021,82016
شیران,47207220,69929,7/7/2021,143510
شیران,144283900,69929,7/7/2021,438623
وتوصا,95414400,23381,7/7/2021,290060
وتوصا,114489600,23382,7/7/2021,348048
وتوصا,5088000,23381,7/7/2021,15468
وتوصا,216672000,23381,7/7/2021,658683
وتوصا,147753600,23383,7/7/2021,449171
شیران,27248120,69929,7/7/2021,82834
کاما,4214700,17593,7/7/2021,12813
کاما,102693150,17593,7/7/2021,312187
وارس,11633170,11408,7/7/2021,35365
پاکشو,5590000,14830,7/7/2021,16994
کاما,106850700,19850,7/7/2021,324826
فتوسا,447390,22326,7/7/2021,1360
شاروم,78650,15765,7/7/2021,239
غویتا,16718328,40339,7/7/2021,50824
نوین,50670000,14830,7/7/2021,154037
وبملت,2280150,31944,7/7/2021,6932
بوعلی,47550000,10640,7/7/2021,144552
فایرا,7954830,15122,7/7/2021,24183
ثاخت,116400000,19932,7/7/2021,353856
شپترو,49317624,17592,7/7/2021,149926
سدور,3027310,19402,7/7/2021,9203
غویتا,151893600,40339,7/7/2021,461757
غویتا,47966400,40339,7/7/2021,145818
غویتا,14488400,40339,7/7/2021,44045
غویتا,26543430,40339,7/7/2021,80692
غویتا,5054940,40339,7/7/2021,15367
گدنا,208359,20408,7/7/2021,633
سدور,77272690,19402,7/7/2021,234909
غویتا,49950000,40339,7/7/2021,151848
وصندوق,408574350,40674,7/7/2021,1242066
وصندوق,423925650,40674,7/7/2021,1288734
ختور,329261000,22952,7/7/2021,1000953
ختور,16600000,22952,7/7/2021,50464
ختور,19920000,22952,7/7/2021,60557
ختور,5146000,22952,7/7/2021,15644
ختور,9960000,22952,7/7/2021,30278
ختور,55444000,22952,7/7/2021,168550
ختور,6640000,22952,7/7/2021,20186
ختور,255092200,22952,7/7/2021,775480
غویتا,5094900,40339,7/7/2021,15488
وخاور,43458480,20094,7/7/2021,132114
حسیر,49844700,16559,7/7/2021,151528
حسیر,98766350,10382,7/7/2021,300250
فتوسا,447093,9040,7/7/2021,1359
غگیلا,235350,28703,7/7/2021,715
شیران,56262150,69929,7/7/2021,171037
خمحرکه,1750845,31944,7/7/2021,5323
خمحرکه,75549155,31944,7/7/2021,229669
وآوا,5850000,31944,7/7/2021,17784
وآوا,5880000,31944,7/7/2021,17875
کاوه,102500,9040,7/7/2021,312
گدنا,231510,29171,7/7/2021,704
گدنا,231510,11069,7/7/2021,704
فتوسا,447120,30162,7/7/2021,1359
وآوا,5890000,31944,7/7/2021,17906
وآوا,5890000,31944,7/7/2021,17906
وآوا,5894000,31944,7/7/2021,17918
وآوا,5505930,31944,7/7/2021,16738
وآوا,389004,31944,7/7/2021,1183
وآوا,5894000,31944,7/7/2021,17918
وآوا,5895000,31944,7/7/2021,17921
وآوا,5895000,31944,7/7/2021,17921
وآوا,5895000,31944,7/7/2021,17921
فتوسا,31331979,29978,7/7/2021,95249
فتوسا,5036976,29978,7/7/2021,15312
فتوسا,9957969,29978,7/7/2021,30272
وآوا,5897000,31944,7/7/2021,17927
وآوا,5042790,31944,7/7/2021,15330
وآوا,855065,31944,7/7/2021,2599
فتوسا,6627600,29978,7/7/2021,20148
ثامید,1457568,30162,7/7/2021,4431
وآوا,5900000,31944,7/7/2021,17936
غویتا,29970000,40339,7/7/2021,91109
وآوا,5900000,31944,7/7/2021,17936
وآوا,5904000,31944,7/7/2021,17948
وآوا,5904000,31944,7/7/2021,17948
وآوا,5904000,31944,7/7/2021,17948
وآوا,5904000,31944,7/7/2021,17948
وآوا,5904000,31944,7/7/2021,17948
شتران,9500,23363,7/7/2021,29
وآوا,5920000,31944,7/7/2021,17997
زشگزا,9567000,29840,7/7/2021,29084
فتوسا,16443087,29978,7/7/2021,49987
وآوا,5920000,31944,7/7/2021,17997
وآوا,5920000,31944,7/7/2021,17997
وآوا,5920000,31944,7/7/2021,17997
وآوا,5920000,31944,7/7/2021,17997
وآوا,5920000,31944,7/7/2021,17997
شیران,9940040,69929,7/7/2021,30218
شیران,6705960,69929,7/7/2021,20386
شیران,137842230,69929,7/7/2021,419040
وآوا,41573000,19780,7/7/2021,126382
وتوصا,124981620,41552,7/7/2021,379944
ثباغ,142166500,10956,7/7/2021,432186
وتوصا,97888380,41552,7/7/2021,297581
کیان,18727040,26542,7/7/2021,2809
برکت,5811000,68,7/7/2021,17665
وتوصا,5814000,41552,7/7/2021,17675
وتوصا,9690000,41552,7/7/2021,29458
